MANZENT,mean
14101161001011,19.910348412295512
14101161001030,23.074972835476498
14101161001003,19.080765835122502
14101161001001,21.30250745993741
14101011001007,24.020883778064604
14101031001045,28.01806559951927
14101011001002,23.63998055872015
14101011001004,25.813174779637258
14101011001010,25.99858617186502
14101011001012,24.145244607984317
14101011001013,24.254875951868915
14101011001022,22.891682675392733
14101011001026,27.380345551252773
14101011001029,27.131308356257694
14101011001030,25.913416755149875
14101011001031,25.90060674211154
14101011001036,22.947188707837853
14101011001038,26.685028088562742
14101011001039,27.316900902741956
14101011001041,26.845478772451717
14101011001043,28.7693058077097
14101011001044,29.124193279940812
14101011001045,27.13833534349195
14101011001046,24.602128090707982
14101011001047,23.96478559827305
14101021001001,17.65365994728125
14101021001004,20.275956429818464
14101021001005,20.076940700587343
14101021001012,20.144342267834702
14101021001016,21.211554560000017
14101021001019,24.08209068380679
14101021001020,21.31895634400002
14101021001022,21.887759175790592
14101021001023,23.082668446214146
14101021001028,23.555839346976757
14101021001032,23.639424177375535
14101021001033,20.84040351488374
14101021001036,21.836324641473706
14101021001037,20.408696215310883
14101021001039,21.41135469539233
14101021001040,20.005178973953498
14101021001041,24.005241772778028
14101021001042,23.839508510697687
14101021001048,21.402784461504154
14101021001049,21.71840836469208
14101021001050,22.57620734116507
14101021001052,23.77136534215312
14101021001053,23.578970598604673
14101021001054,23.296513467597425
14101021001055,23.460508627066655
14101021001056,21.196645929267067
14101021001058,22.803237123751742
14101021001061,21.238484041297326
14101021001062,22.007010181870147
14101021001063,22.723375465980084
14101021001065,23.146539758246067
14101021001066,22.77586940117544
14101021001068,23.489237836685337
14101021001069,22.48246514575583
14101021001072,22.517572573655226
14101021001073,23.06826148309242
14101021001075,21.456117306017806
14101021001076,20.66439070146629
14101021001077,19.997136129135633
14101021001080,19.719546038773956
14101021001082,20.38976734014801
14101021001083,22.164853742000012
14101021001085,25.652344833309876
14101021001086,25.075548487727293
14101021001087,22.53369894192606
14101021001088,23.359349346487626
14101021001089,22.59827618507104
